id,intakereason,animalname,breedname,basecolour,speciesname,animalage,sexname,movementtype,intakedate,movementdate,Time take to move out
57159,Stray,Kamee,Manx,Dilute tortoiseshell,Cat,1 year 7 months.,Female,Foster,,,
57159,Stray,Kamee,Manx,Dilute tortoiseshell,Cat,1 year 7 months.,Female,Foster,,,
57159,Stray,Kamee,Manx,Dilute tortoiseshell,Cat,1 year 7 months.,Female,Adoption,,,
57160,Stray,Lacey,Manx,Tortie,Cat,1 year 3 months.,Female,Foster,,,
57160,Stray,Lacey,Manx,Tortie,Cat,1 year 3 months.,Female,Foster,,,
57160,Stray,Lacey,Manx,Tortie,Cat,1 year 3 months.,Female,Adoption,,,
57161,Stray,Sparkie,Manx,Black and Brown,Cat,1 year 3 months.,Male,Foster,,,
57161,Stray,Sparkie,Manx,Black and Brown,Cat,1 year 3 months.,Male,Foster,,,
57161,Stray,Sparkie,Manx,Black and Brown,Cat,1 year 3 months.,Male,Adoption,,,
57162,Stray,Newton,Manx,Grey,Cat,1 year 3 months.,Male,Foster,,,
57162,Stray,Newton,Manx,Grey,Cat,1 year 3 months.,Male,Foster,,,
57162,Stray,Newton,Manx,Grey,Cat,1 year 3 months.,Male,Adoption,,,
57163,Stray,Lady Lydia,Domestic Short Hair,Tortie,Cat,2 years 3 months.,Female,Transfer,,,
57165,Stray,Maiker,Hound,White and Black,Dog,3 years 9 months.,Male,Reclaimed,,,
57166,Stray,Katana,Domestic Short Hair,Grey,Cat,1 year 6 months.,Female,Adoption,,,
57167,Stray,Nala,Domestic Short Hair,Grey,Cat,1 year 8 months.,Female,Adoption,,,
57167,Stray,Nala,Domestic Short Hair,Grey,Cat,1 year 8 months.,Female,Reclaimed,,,
57167,Stray,Nala,Domestic Short Hair,Grey,Cat,1 year 8 months.,Female,Adoption,,,
57169,Incompatible with owner lifestyle,Daisy,Chow Chow/Golden Retriever,Red,Dog,10 years 7 months.,Female,Adoption,10/Jul/17,29/Jul/17,19.00
57170,Moving,Bernadette,Domestic Short Hair,Black and White,Cat,4 years 3 months.,Female,Adoption,,,
57171,Moving,Rachie,Standard,White and Black,Rat,2 years 10 months.,Female,Adoption,,,
57172,Moving,Sashie,Standard,White,Rat,2 years 10 months.,Female,Adoption,,,
57174,Biting,Blue,Pitbull,Blue,Dog,3 years 3 months.,Male,Reclaimed,,,
57175,Marriage/Relationship split,Maggie,Domestic Short Hair,Grey and White,Cat,2 years 1 month.,Female,Adoption,,,
57176,Marriage/Relationship split,Gilbert,Domestic Short Hair,Grey and White,Cat,1 year 10 months.,Male,Adoption,,,
57177,Stray,Clinker,Domestic Short Hair,"Brown, Black and White",Cat,1 year 6 months.,Male,Adoption,,,
57178,Stray,Ivan,Domestic Short Hair,"Brown, Black and White",Cat,1 year 5 months.,Male,Adoption,,,
57180,Moving,Harley,Shepherd/Rottweiler,Black and Tan,Dog,1 year 10 months.,Male,Adoption,10/Jul/17,2/Aug/17,23.00
57180,Moving,Harley,Shepherd/Rottweiler,Black and Tan,Dog,1 year 10 months.,Male,Reclaimed,,,
57181,Stray,Batman,Domestic Short Hair,Black,Cat,8 years 4 months.,Male,Adoption,,,
57182,Stray,Toadster,Domestic Short Hair,Orange,Cat,4 years 3 months.,Male,Adoption,,,
57186,Stray,Audrey,Parakeet,Blue,Bird,11 years 2 months.,Unknown,Adoption,,,
57187,Landlord issues,Coda Dash,Labrador Retriever/Basset Hound,Yellow,Dog,1 year 11 months.,Male,Adoption,10/Jul/17,3/Sep/17,55.00
57188,Stray,Clover,Domestic Short Hair,White,Cat,1 year 6 months.,Male,Adoption,,,
57189,Stray,Maddie the Tabby,Domestic Long Hair,Brown and Black,Cat,31 years 3 months.,Unknown,Transfer,,,
57190,Moving,Felix Unger,Domestic Short Hair,Orange,Cat,3 years 4 months.,Male,Adoption,,,
57190,Moving,Felix Unger,Domestic Short Hair,Orange,Cat,3 years 4 months.,Male,Adoption,,,
57191,Moving,Footz,Domestic Short Hair,Orange and White,Cat,2 years 7 months.,Male,Adoption,,,
57192,Stray,Mel-Mel,Domestic Medium Hair,White and Orange,Cat,11 years 2 months.,Male,Adoption,,,
57195,Stray,Elsie,Domestic Short Hair,White and Black,Cat,3 years 11 months.,Female,Reclaimed,,,
57195,Stray,Elsie,Domestic Short Hair,White and Black,Cat,3 years 11 months.,Female,Reclaimed,,,
57195,Stray,Elsie,Domestic Short Hair,White and Black,Cat,3 years 11 months.,Female,Reclaimed,,,
57195,Stray,Elsie,Domestic Short Hair,White and Black,Cat,3 years 11 months.,Female,Reclaimed,,,
57196,Incompatible with owner lifestyle,Eli Grey,Domestic Short Hair,Grey,Cat,1 year 5 months.,Male,Adoption,,,
57197,Stray,Mindy,Domestic Short Hair,Black and White,Cat,1 year 3 months.,Female,Foster,,,
57197,Stray,Mindy,Domestic Short Hair,Black and White,Cat,1 year 3 months.,Female,Adoption,,,
57200,Stray,Pepper,Domestic Short Hair,Black,Cat,1 year 3 months.,Male,Foster,,,
57200,Stray,Pepper,Domestic Short Hair,Black,Cat,1 year 3 months.,Male,Foster,,,
57200,Stray,Pepper,Domestic Short Hair,Black,Cat,1 year 3 months.,Male,Adoption,,,
57201,Stray,Hendrix,Domestic Short Hair,Buff,Cat,3 years 2 months.,Male,Reclaimed,,,
57201,Stray,Hendrix,Domestic Short Hair,Buff,Cat,3 years 2 months.,Male,Adoption,,,
57202,Moving,Oscar,Dwarf Hotot,White,House Rabbit,2 years 4 months.,Male,Adoption,,,
57203,Moving,Angel,Dwarf Hotot,White,House Rabbit,2 years 4 months.,Female,Adoption,,,
57204,Moving,Clyde,American,Grey,House Rabbit,3 years 2 months.,Male,Adoption,,,
57207,Stray,Hendrix,Fox Terrier/Jack Russell Terrier,Tricolour,Dog,2 years 9 months.,Male,Adoption,10/Jul/17,9/Sep/17,61.00
57208,Stray,Koda Bear,Shih Tzu,Black and White,Dog,2 years 2 months.,Female,Adoption,10/Jul/17,6/Oct/17,88.00
57209,Stray,Buda,Australian Shepherd,Red merle,Dog,2 years 8 months.,Female,Reclaimed,,,
57210,Rabies Monitoring,Bella,Pitbull,Brown and White,Dog,6 years 7 months.,Female,Reclaimed,,,
57211,Abandoned,Sarah,Great Pyrenees/Border Collie,White and Black,Dog,2 years 2 months.,Female,Adoption,10/Jul/17,26/Jan/18,200.00
57212,Stray,Half Pint,Domestic Short Hair,Tortie,Cat,1 year 4 months.,Female,Foster,,,
57212,Stray,Half Pint,Domestic Short Hair,Tortie,Cat,1 year 4 months.,Female,Adoption,,,
57213,Incompatible with owner lifestyle,Alice,Domestic Short Hair,Black and Brown,Cat,3 years 2 months.,Female,Foster,,,
57213,Incompatible with owner lifestyle,Alice,Domestic Short Hair,Black and Brown,Cat,3 years 2 months.,Female,Foster,,,
57213,Incompatible with owner lifestyle,Alice,Domestic Short Hair,Black and Brown,Cat,3 years 2 months.,Female,Adoption,,,
57214,Incompatible with owner lifestyle,Richie,Domestic Short Hair,Grey,Cat,11 weeks.,Female,Foster,,,
57215,Incompatible with owner lifestyle,Beverly,Domestic Short Hair,Grey,Cat,11 weeks.,Female,Foster,,,
57216,Incompatible with owner lifestyle,Gretta,Domestic Short Hair,Grey,Cat,6 weeks.,Female,Foster,,,
57217,Incompatible with owner lifestyle,Maeve,Domestic Short Hair,Grey,Cat,1 year 3 months.,Female,Foster,,,
57217,Incompatible with owner lifestyle,Maeve,Domestic Short Hair,Grey,Cat,1 year 3 months.,Female,Adoption,,,
57218,Incompatible with owner lifestyle,Georgie,Domestic Short Hair,Brown and Black,Cat,6 weeks.,Male,Foster,,,
57219,Stray,Tawny,Chihuahua,Black and Brown,Dog,11 years 3 months.,Female,Adoption,10/Jul/17,15/Jul/17,5.00
57220,Stray,Chatter,Domestic Short Hair,Black and grey,Cat,1 year 6 months.,Male,Adoption,,,
57223,Transfer from Other Shelter,Daphne,Hound,Tricolour,Dog,6 years 6 months.,Female,Adoption,10/Jul/17,19/Jul/17,9.00
57223,Transfer from Other Shelter,Daphne,Hound,Tricolour,Dog,6 years 6 months.,Female,Adoption,10/Jul/17,10/Jul/17,#NUM!
57224,Incompatible with owner lifestyle,Isabelle,Domestic Short Hair,Tortie,Cat,9 years 2 months.,Female,Adoption,,,
57225,Moving,Carrie,Domestic Short Hair,Orange,Cat,2 years 6 months.,Female,Adoption,,,
57226,Stray,Rascal,Pitbull/Hound,Brindle and White,Dog,3 years 2 months.,Male,Adoption,10/Jul/17,20/Aug/18,406.00
57229,Stray,Shining Star,Domestic Short Hair,White and Grey,Cat,4 years 2 months.,Male,Adoption,,,
57230,Rabies Monitoring,Stanbrough,Pitbull,Black and White,Dog,6 years 5 months.,Male,Reclaimed,,,
57231,Stray,Charlie,German Shepherd Dog,Black,Dog,2 years 0 months.,Female,Reclaimed,,,
57232,Stray,Marley,German Shepherd Dog,Black,Dog,2 years 2 months.,Female,Reclaimed,,,
57234,Stray,Chloe,Poodle,White,Dog,34 years 2 months.,Female,Reclaimed,,,
57235,Stray,Nadine,Domestic Short Hair,Tortie,Cat,3 years 8 months.,Female,Foster,,,
57235,Stray,Nadine,Domestic Short Hair,Tortie,Cat,3 years 8 months.,Female,Adoption,,,
57236,Stray,Fuzzy,Domestic Short Hair,Orange,Cat,1 year 3 months.,Male,Foster,,,
57236,Stray,Fuzzy,Domestic Short Hair,Orange,Cat,1 year 3 months.,Male,Adoption,,,
57237,Stray,Lizzie,Domestic Short Hair,Black,Cat,1 year 3 months.,Female,Foster,,,
57237,Stray,Lizzie,Domestic Short Hair,Black,Cat,1 year 3 months.,Female,Adoption,,,
57238,Stray,Jinx,Domestic Short Hair,Tortie,Cat,1 year 3 months.,Female,Foster,,,
57238,Stray,Jinx,Domestic Short Hair,Tortie,Cat,1 year 3 months.,Female,Adoption,,,
57239,Stray,Wuzzy,Domestic Short Hair,Orange,Cat,1 year 3 months.,Male,Foster,,,
57239,Stray,Wuzzy,Domestic Short Hair,Orange,Cat,1 year 3 months.,Male,Adoption,,,
57240,Stray,Betty Boop,Domestic Short Hair,Black,Cat,1 year 5 months.,Female,Adoption,,,
57241,Stray,Woody,Domestic Short Hair,Orange,Cat,1 year 5 months.,Male,Adoption,,,
57242,Stray,Bugs,Domestic Short Hair,Orange,Cat,1 year 5 months.,Male,Adoption,,,
57243,Stray,Popeye,Domestic Short Hair,Orange,Cat,1 year 5 months.,Male,Adoption,,,
57244,Stray,Yosemite,Domestic Short Hair,Orange,Cat,1 year 5 months.,Male,Adoption,,,
57245,Litter relinquishment,Luna,Domestic Long Hair,Torbie,Cat,1 year 4 months.,Female,Foster,,,
57245,Litter relinquishment,Luna,Domestic Long Hair,Torbie,Cat,1 year 4 months.,Female,Adoption,,,
57246,Litter relinquishment,Avi,Domestic Long Hair,Black,Cat,2 years 1 month.,Male,Foster,,,
57246,Litter relinquishment,Avi,Domestic Long Hair,Black,Cat,2 years 1 month.,Male,Adoption,,,
57247,Litter relinquishment,Thorn,Domestic Long Hair,Torbie,Cat,1 year 8 months.,Female,Foster,,,
57247,Litter relinquishment,Thorn,Domestic Long Hair,Torbie,Cat,1 year 8 months.,Female,Adoption,,,
57248,Litter relinquishment,Johann,Domestic Long Hair,Black and Brown,Cat,1 year 4 months.,Male,Foster,,,
57248,Litter relinquishment,Johann,Domestic Long Hair,Black and Brown,Cat,1 year 4 months.,Male,Adoption,,,
57249,Litter relinquishment,Bella of the Ball,Domestic Long Hair,Torbie,Cat,1 year 4 months.,Female,Foster,,,
57249,Litter relinquishment,Bella of the Ball,Domestic Long Hair,Torbie,Cat,1 year 4 months.,Female,Adoption,,,
57250,Stray,Peanut,Basset Hound/Mix,White and Brown,Dog,2 years 6 months.,Male,Reclaimed,,,
57250,Stray,Peanut,Basset Hound/Mix,White and Brown,Dog,2 years 6 months.,Male,Reclaimed,,,
57251,Abandoned,Kefa,Domestic Short Hair,Black and Brown,Cat,1 year 6 months.,Male,Foster,,,
57251,Abandoned,Kefa,Domestic Short Hair,Black and Brown,Cat,1 year 6 months.,Male,Foster,,,
57251,Abandoned,Kefa,Domestic Short Hair,Black and Brown,Cat,1 year 6 months.,Male,Adoption,,,
57252,Stray,Leo,Domestic Short Hair,Orange and White,Cat,3 years 2 months.,Unknown,Reclaimed,,,
57253,Landlord issues,Tanner,Shih Tzu/Poodle,Apricot,Dog,9 years 2 months.,Male,Reclaimed,,,
57254,Stray,Callie,Domestic Short Hair,Calico,Cat,4 years 2 months.,Female,Reclaimed,,,
57255,Stray,Izzie,Domestic Short Hair,Black and Brown,Cat,4 years 2 months.,Female,Reclaimed,,,
57257,Stray,Lenny,Labrador Retriever/Mix,Black,Dog,1 year 5 months.,Male,Adoption,10/Jul/17,15/Jul/17,5.00
57258,Stray,Titan,Pitbull,Tan and White,Dog,4 years 3 months.,Male,Reclaimed,,,
57259,Litter relinquishment,Newton,Standard,Tan and White,Rat,1 year 4 months.,Male,Adoption,,,
57260,Litter relinquishment,Albert,Standard,Tan and White,Rat,1 year 4 months.,Male,Adoption,,,
57260,Litter relinquishment,Albert,Standard,Tan and White,Rat,1 year 4 months.,Male,Adoption,,,
57261,Litter relinquishment,Harry,Standard,Black and White,Rat,1 year 7 months.,Male,Adoption,,,
57261,Litter relinquishment,Harry,Standard,Black and White,Rat,1 year 7 months.,Male,Adoption,,,
57262,Litter relinquishment,Rookie,Standard,Black and White,Rat,1 year 4 months.,Male,Adoption,,,
57263,Litter relinquishment,Yugo,Standard,Black and White,Rat,1 year 4 months.,Male,Adoption,,,
57264,Litter relinquishment,Wabash,Standard,Black and White,Rat,1 year 4 months.,Male,Adoption,,,
57265,Litter relinquishment,Oxford,Standard,Black and White,Rat,1 year 4 months.,Male,Adoption,,,
57266,Litter relinquishment,Dale,Standard,Black and White,Rat,1 year 7 months.,Male,Adoption,,,
57266,Litter relinquishment,Dale,Standard,Black and White,Rat,1 year 7 months.,Male,Adoption,,,
57267,Litter relinquishment,Lizzy,Standard,White and Black,Rat,1 year 4 months.,Female,Adoption,,,
57268,Litter relinquishment,Nilla,Standard,White and Black,Rat,1 year 4 months.,Female,Adoption,,,
57269,Stray,Rachel,Domestic Short Hair,Black,Cat,2 years 0 months.,Female,Foster,,,
57269,Stray,Rachel,Domestic Short Hair,Black,Cat,2 years 0 months.,Female,Stolen,,,
57270,Stray,Roger,Domestic Short Hair,Black,Cat,1 year 4 months.,Male,Foster,,,
57270,Stray,Roger,Domestic Short Hair,Black,Cat,1 year 4 months.,Male,Adoption,,,
57271,Stray,Archie,Domestic Short Hair,Orange,Cat,2 years 0 months.,Male,Adoption,,,
57272,Moving,Winifred,Domestic Long Hair,Black and Brown,Cat,3 years 2 months.,Female,Adoption,,,
57274,Stray,Valdez,Domestic Short Hair,Black and Brown,Cat,34 years 2 months.,Unknown,Transfer,,,
57275,Stray,Cordova,Domestic Short Hair,Black and Brown,Cat,34 years 2 months.,Unknown,Transfer,,,
57276,Incompatible with owner lifestyle,Dr. Pepper,Domestic Short Hair,Black and Brown,Cat,1 year 5 months.,Male,Foster,,,
57276,Incompatible with owner lifestyle,Dr. Pepper,Domestic Short Hair,Black and Brown,Cat,1 year 5 months.,Male,Adoption,,,
57277,Incompatible with owner lifestyle,Ginger Biscuit,Domestic Short Hair,Orange and White,Cat,1 year 5 months.,Male,Foster,,,
57277,Incompatible with owner lifestyle,Ginger Biscuit,Domestic Short Hair,Orange and White,Cat,1 year 5 months.,Male,Adoption,,,
57278,Incompatible with owner lifestyle,Cleo,Shepherd/Labrador Retriever,Black,Dog,3 years 11 months.,Female,Foster,11/Jul/17,11/Jul/17,#NUM!
57278,Incompatible with owner lifestyle,Cleo,Shepherd/Labrador Retriever,Black,Dog,3 years 11 months.,Female,Adoption,11/Jul/17,18/Jul/17,7.00
57278,Incompatible with owner lifestyle,Cleo,Shepherd/Labrador Retriever,Black,Dog,3 years 11 months.,Female,Reclaimed,,,
57278,Incompatible with owner lifestyle,Cleo,Shepherd/Labrador Retriever,Black,Dog,3 years 11 months.,Female,Adoption,11/Jul/17,3/Sep/17,54.00
57280,Stray,Myla,Husky,Cream,Dog,2 years 9 months.,Female,Reclaimed,,,
57280,Stray,Myla,Husky,Cream,Dog,2 years 9 months.,Female,Adoption,11/Jul/17,10/Aug/17,30.00
57281,Stray,Phoebe,Domestic Short Hair,Orange,Cat,3 years 2 months.,Female,Reclaimed,,,
57281,Stray,Phoebe,Domestic Short Hair,Orange,Cat,3 years 2 months.,Female,Adoption,,,
57282,Incompatible with owner lifestyle,Taz,"Yorkshire Terrier/Schnauzer, Miniature",Black and White,Dog,1 year 8 months.,Male,Adoption,11/Jul/17,12/Jul/17,1.00
57283,Police Assist,Sam,Labrador Retriever/Mix,Black,Dog,13 years 2 months.,Male,Reclaimed,,,
57285,Stray,Lola,Pitbull,White and Black,Dog,3 years 6 months.,Female,Reclaimed,,,
57285,Stray,Lola,Pitbull,White and Black,Dog,3 years 6 months.,Female,Adoption,12/Jul/17,13/Jul/17,1.00
57288,Stray,Tinker Belle,Domestic Short Hair,Grey,Cat,1 year 3 months.,Female,Adoption,,,
57289,Litter relinquishment,Celo,Domestic Short Hair,Buff and white,Cat,4 weeks.,Male,Foster,,,
57290,Litter relinquishment,Snoop,Domestic Medium Hair,Grey and White,Cat,1 year 5 months.,Male,Foster,,,
57290,Litter relinquishment,Snoop,Domestic Medium Hair,Grey and White,Cat,1 year 5 months.,Male,Adoption,,,
57291,Litter relinquishment,Missy,Domestic Medium Hair,Orange and White,Cat,1 year 3 months.,Female,Foster,,,
57291,Litter relinquishment,Missy,Domestic Medium Hair,Orange and White,Cat,1 year 3 months.,Female,Adoption,,,
57292,Litter relinquishment,Dre,Domestic Medium Hair,"Brown, Black and White",Cat,1 year 3 months.,Male,Foster,,,
57292,Litter relinquishment,Dre,Domestic Medium Hair,"Brown, Black and White",Cat,1 year 3 months.,Male,Adoption,,,
57293,Owner Deceased,Casper,Bichon Frise,White,Dog,11 years 2 months.,Male,Adoption,12/Jul/17,23/Jul/17,11.00
57294,Stray,Pluckie,Duck,Yellow,Bird,1 year 3 months.,Unknown,Adoption,,,
57295,Stray,Chuckie,Duck,Yellow,Bird,1 year 3 months.,Unknown,Adoption,,,
57296,Stray,Bucky,Duck,Yellow,Bird,1 year 3 months.,Unknown,Adoption,,,
57297,Stray,Lucky,Duck,Yellow,Bird,1 year 3 months.,Unknown,Adoption,,,
57299,Stray,Telescope,Domestic Short Hair,Tortie,Cat,4 years 2 months.,Female,Adoption,,,
57300,Stray,Smokey,Domestic Short Hair,Grey,Cat,1 year 3 months.,Male,Foster,,,
57300,Stray,Smokey,Domestic Short Hair,Grey,Cat,1 year 3 months.,Male,Foster,,,
57300,Stray,Smokey,Domestic Short Hair,Grey,Cat,1 year 3 months.,Male,Adoption,,,
57301,Stray,Mystic,Domestic Short Hair,Orange,Cat,1 year 3 months.,Male,Foster,,,
57301,Stray,Mystic,Domestic Short Hair,Orange,Cat,1 year 3 months.,Male,Adoption,,,
57302,Stray,Keyla,Domestic Short Hair,Grey,Cat,1 year 3 months.,Female,Foster,,,
57302,Stray,Keyla,Domestic Short Hair,Grey,Cat,1 year 3 months.,Female,Foster,,,
57302,Stray,Keyla,Domestic Short Hair,Grey,Cat,1 year 3 months.,Female,Adoption,,,
57305,Incompatible with owner lifestyle,Bobbi Jo,Domestic Short Hair,Grey,Cat,5 years 2 months.,Female,Transfer,,,
57306,Injured Wildlife,Seamore,Black,Brown,Squirrel,2 years 2 months.,Unknown,Transfer,,,
57307,Stray,Storm,Domestic Short Hair,Tortie,Cat,2 years 2 months.,Female,Adoption,,,
57309,Stray,Lumpy,Cattle Dog/Mix,Black and White,Dog,14 years 1 month.,Female,Adoption,13/Jul/17,14/Jul/17,1.00
57312,Rabies Monitoring,Quinn,Pitbull,Brindle,Dog,2 years 2 months.,Female,Reclaimed,,,
57317,Stray,Min Min,Domestic Short Hair,Orange,Cat,2 years 8 months.,Female,Foster,,,
57317,Stray,Min Min,Domestic Short Hair,Orange,Cat,2 years 8 months.,Female,Adoption,,,
57318,Stray,Teeny,Domestic Short Hair,Orange,Cat,1 year 3 months.,Male,Foster,,,
57318,Stray,Teeny,Domestic Short Hair,Orange,Cat,1 year 3 months.,Male,Adoption,,,
57319,Stray,Itsy Bitsy,Domestic Short Hair,Orange,Cat,1 year 3 months.,Male,Foster,,,
57319,Stray,Itsy Bitsy,Domestic Short Hair,Orange,Cat,1 year 3 months.,Male,Adoption,,,
57320,Stray,Tiny,Domestic Short Hair,Orange,Cat,1 year 3 months.,Male,Foster,,,
57320,Stray,Tiny,Domestic Short Hair,Orange,Cat,1 year 3 months.,Male,Adoption,,,
57321,TNR - Trap/Neuter/Release,Lolly,Domestic Short Hair,Orange,Cat,4 years 2 months.,Female,Transfer,,,
57322,TNR - Trap/Neuter/Release,Liana,Domestic Short Hair,Torbie,Cat,1 year 3 months.,Female,Foster,,,
57322,TNR - Trap/Neuter/Release,Liana,Domestic Short Hair,Torbie,Cat,1 year 3 months.,Female,Foster,,,
57322,TNR - Trap/Neuter/Release,Liana,Domestic Short Hair,Torbie,Cat,1 year 3 months.,Female,Foster,,,
57322,TNR - Trap/Neuter/Release,Liana,Domestic Short Hair,Torbie,Cat,1 year 3 months.,Female,Adoption,,,
57324,Stray,Natty,Boxer/Mix,Brown,Dog,5 years 7 months.,Female,Reclaimed,,,
57324,Stray,Natty,Boxer/Mix,Brown,Dog,5 years 7 months.,Female,Reclaimed,,,
57324,Stray,Natty,Boxer/Mix,Brown,Dog,5 years 7 months.,Female,Reclaimed,,,
57324,Stray,Natty,Boxer/Mix,Brown,Dog,5 years 7 months.,Female,Reclaimed,,,
57325,Stray,Marco,Labrador Retriever,Black,Dog,5 years 11 months.,Male,Reclaimed,,,
57325,Stray,Marco,Labrador Retriever,Black,Dog,5 years 11 months.,Male,Reclaimed,,,
57325,Stray,Marco,Labrador Retriever,Black,Dog,5 years 11 months.,Male,Adoption,13/Jul/17,17/Jul/17,4.00
57327,Litter relinquishment,Sasha,Domestic Medium Hair,Black,Cat,2 years 8 months.,Female,Foster,,,
57327,Litter relinquishment,Sasha,Domestic Medium Hair,Black,Cat,2 years 8 months.,Female,Adoption,,,
57328,Litter relinquishment,Dilly,Domestic Short Hair,Black and Brown,Cat,1 year 3 months.,Male,Foster,,,
57328,Litter relinquishment,Dilly,Domestic Short Hair,Black and Brown,Cat,1 year 3 months.,Male,Adoption,,,
57329,Litter relinquishment,Dally,Domestic Short Hair,Black and Brown,Cat,1 year 3 months.,Male,Foster,,,
57329,Litter relinquishment,Dally,Domestic Short Hair,Black and Brown,Cat,1 year 3 months.,Male,Adoption,,,
57330,Stray,Juno,Shepherd,Black,Dog,8 years 9 months.,Female,Reclaimed,,,
57331,Stray,Shere Khan,Domestic Short Hair,Grey and White,Cat,7 weeks.,Male,Foster,,,
57333,Transfer from Other Shelter,Maggie,Irish Terrier/Mix,Chocolate,Dog,4 years 7 months.,Female,Foster,13/Jul/17,18/Jul/17,5.00
57333,Transfer from Other Shelter,Maggie,Irish Terrier/Mix,Chocolate,Dog,4 years 7 months.,Female,Adoption,13/Jul/17,18/Jul/17,5.00
57333,Transfer from Other Shelter,Maggie,Irish Terrier/Mix,Chocolate,Dog,4 years 7 months.,Female,Adoption,13/Jul/17,18/Jul/17,5.00
57334,Transfer from Other Shelter,Red,Chihuahua,White and Tan,Dog,6 years 3 months.,Male,Foster,13/Jul/17,18/Jul/17,5.00
57334,Transfer from Other Shelter,Red,Chihuahua,White and Tan,Dog,6 years 3 months.,Male,Adoption,13/Jul/17,18/Jul/17,5.00
57335,Transfer from Other Shelter,Butters,American Staffordshire Terrier,Brown,Dog,3 years 8 months.,Male,Adoption,13/Jul/17,18/Jul/17,5.00
57335,Transfer from Other Shelter,Butters,American Staffordshire Terrier,Brown,Dog,3 years 8 months.,Male,Adoption,13/Jul/17,18/Jul/17,5.00
